Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1182113,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1186904,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1192115,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1196896,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
1202110,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
1206900,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
1212112,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
1216892,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
1222105,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
1226887,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
1232110,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
1236900,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
1242111,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
1246892,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
1252105,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
1256897,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
1262100,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
1266884,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
1272105,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
1276887,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
1282100,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
1286881,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
1292103,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
1296885,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
1302097,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
1306877,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
1312100,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
1316880,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
1322092,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
1326882,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
1332094,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
1336885,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
1342096,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1346888,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1352098,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1356880,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
1362090,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
1366872,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
1372093,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
1376875,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
1382085,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
1386868,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
1392088,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
1396880,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
1402080,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
1406874,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
1412083,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
1416876,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
1422086,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
1426868,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
1432078,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
1436870,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
1442080,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
1446862,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
1452073,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
1456865,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
1462075,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
1466859,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
1472070,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
1476860,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
1482071,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
1486852,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
1492075,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
1496855,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
1502077,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1506858,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1512070,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1516854,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
1522065,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
1526855,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
1532067,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
1536847,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
1542059,000000E0,false,Rx,0,8,00,00,00,0C,0D,00,00,45,
1546850,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
1552061,000000E0,false,Rx,0,8,00,00,00,0C,0E,00,00,62,
1556852,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
1562063,000000E0,false,Rx,0,8,00,00,00,0C,0F,00,00,7F,
1566844,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
1572065,000000E0,false,Rx,0,8,00,00,00,0C,00,00,00,C4,
1576856,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
1582057,000000E0,false,Rx,0,8,00,00,00,0C,01,00,00,D9,
1586847,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
1592060,000000E0,false,Rx,0,8,00,00,00,0C,02,00,00,FE,
1596850,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
1602052,000000E0,false,Rx,0,8,00,00,00,0C,03,00,00,E3,
1606842,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
1612054,000000E0,false,Rx,0,8,00,00,00,0C,04,00,00,B0,
1616845,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
1622046,000000E0,false,Rx,0,8,00,00,00,0C,05,00,00,AD,
1626828,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
1632050,000000E0,false,Rx,0,8,00,00,00,0C,06,00,00,8A,
1636840,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
1642051,000000E0,false,Rx,0,8,00,00,00,0C,07,00,00,97,
1646832,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
1652045,000000E0,false,Rx,0,8,00,00,00,0C,08,00,00,2C,
1656835,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
1662046,000000E0,false,Rx,0,8,00,00,00,0C,09,00,00,31,
1666838,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
1672050,000000E0,false,Rx,0,8,00,00,00,0C,0A,00,00,16,
1676832,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
1682045,000000E0,false,Rx,0,8,00,00,00,0C,0B,00,00,0B,
1686827,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
1692040,000000E0,false,Rx,0,8,00,00,00,0C,0C,00,00,58,
1696821,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
