Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
9989201,000000E0,false,Rx,0,8,00,00,00,08,07,00,00,0A,
9993982,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
9999193,000000E0,false,Rx,0,8,00,00,00,08,08,00,00,B1,
10003974,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
10009185,000000E0,false,Rx,0,8,00,00,00,08,09,00,00,AC,
10013975,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
10019189,000000E0,false,Rx,0,8,00,00,00,08,0A,00,00,8B,
10023970,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
10029181,000000E0,false,Rx,0,8,00,00,00,08,0B,00,00,96,
10033972,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
10039183,000000E0,false,Rx,0,8,00,00,00,08,0C,00,00,C5,
10043974,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
10049185,000000E0,false,Rx,0,8,00,00,00,08,0D,00,00,D8,
10053966,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
10059180,000000E0,false,Rx,0,8,00,00,00,08,0E,00,00,FF,
10063971,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
10069182,000000E0,false,Rx,0,8,00,00,00,08,0F,00,00,E2,
10073964,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
10079175,000000E0,false,Rx,0,8,00,00,00,08,00,00,00,59,
10083966,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
10089177,000000E0,false,Rx,0,8,00,00,00,08,01,00,00,44,
10093968,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
10099180,000000E0,false,Rx,0,8,00,00,00,08,02,00,00,63,
10103972,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
10109182,000000E0,false,Rx,0,8,00,00,00,08,03,00,00,7E,
10113965,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
10119174,000000E0,false,Rx,0,8,00,00,00,08,04,00,00,2D,
10123966,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
10129167,000000E0,false,Rx,0,8,00,00,00,08,05,00,00,30,
10133950,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
10139170,000000E0,false,Rx,0,8,00,00,00,08,06,00,00,17,
10143962,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
10149173,000000E0,false,Rx,0,8,00,00,00,08,07,00,00,0A,
10153955,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
10159175,000000E0,false,Rx,0,8,00,00,00,08,08,00,00,B1,
10163957,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
10169168,000000E0,false,Rx,0,8,00,00,00,08,09,00,00,AC,
10173960,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
10179170,000000E0,false,Rx,0,8,00,00,00,08,0A,00,00,8B,
10183952,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
10189162,000000E0,false,Rx,0,8,00,00,00,08,0B,00,00,96,
10193945,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
10199165,000000E0,false,Rx,0,8,00,00,00,08,0C,00,00,C5,
10203948,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
10209158,000000E0,false,Rx,0,8,00,00,00,08,0D,00,00,D8,
10213950,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
10219161,000000E0,false,Rx,0,8,00,00,00,08,0E,00,00,FF,
10223943,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
10229154,000000E0,false,Rx,0,8,00,00,00,08,0F,00,00,E2,
10233945,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
10239156,000000E0,false,Rx,0,8,00,00,00,08,00,00,00,59,
10243947,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
10249158,000000E0,false,Rx,0,8,00,00,00,08,01,00,00,44,
10253940,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
10259161,000000E0,false,Rx,0,8,00,00,00,08,02,00,00,63,
10263943,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
10269154,000000E0,false,Rx,0,8,00,00,00,08,03,00,00,7E,
10273935,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
10279157,000000E0,false,Rx,0,8,00,00,00,08,04,00,00,2D,
10283937,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
10289150,000000E0,false,Rx,0,8,00,00,00,08,05,00,00,30,
10293930,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
10299151,000000E0,false,Rx,0,8,00,00,00,08,06,00,00,17,
10303942,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
10309146,000000E0,false,Rx,0,8,00,00,00,08,07,00,00,0A,
10313928,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
10319139,000000E0,false,Rx,0,8,00,00,00,08,08,00,00,B1,
10323930,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
10329141,000000E0,false,Rx,0,8,00,00,00,08,09,00,00,AC,
10333932,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
10339143,000000E0,false,Rx,0,8,00,00,00,08,0A,00,00,8B,
10343924,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
10349136,000000E0,false,Rx,0,8,00,00,00,08,0B,00,00,96,
10353917,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
10359139,000000E0,false,Rx,0,8,00,00,00,08,0C,00,00,C5,
10363920,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
10369141,000000E0,false,Rx,0,8,00,00,00,08,0D,00,00,D8,
10373922,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
10379135,000000E0,false,Rx,0,8,00,00,00,08,0E,00,00,FF,
10383926,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
10389137,000000E0,false,Rx,0,8,00,00,00,08,0F,00,00,E2,
10393918,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
10399139,000000E0,false,Rx,0,8,00,00,00,08,00,00,00,59,
10403920,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
10409131,000000E0,false,Rx,0,8,00,00,00,08,01,00,00,44,
10413922,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
10419133,000000E0,false,Rx,0,8,00,00,00,08,02,00,00,63,
10423924,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
10429135,000000E0,false,Rx,0,8,00,00,00,08,03,00,00,7E,
10433916,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
10439130,000000E0,false,Rx,0,8,00,00,00,08,04,00,00,2D,
10443920,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
10449122,000000E0,false,Rx,0,8,00,00,00,08,05,00,00,30,
10453904,0000002C,false,Rx,0,8,1E,00,2F,52,50,F2,00,80,
10459125,000000E0,false,Rx,0,8,00,00,00,08,06,00,00,17,
10463917,0000002C,false,Rx,0,8,1E,00,2F,52,60,48,00,80,
10469120,000000E0,false,Rx,0,8,00,00,00,08,07,00,00,0A,
10473911,0000002C,false,Rx,0,8,1E,00,2F,52,70,D5,00,80,
10479122,000000E0,false,Rx,0,8,00,00,00,08,08,00,00,B1,
10483904,0000002C,false,Rx,0,8,1E,00,2F,52,80,BD,00,80,
10489125,000000E0,false,Rx,0,8,00,00,00,08,09,00,00,AC,
10493906,0000002C,false,Rx,0,8,1E,00,2F,52,90,20,00,80,
10499117,000000E0,false,Rx,0,8,00,00,00,08,0A,00,00,8B,
10503899,0000002C,false,Rx,0,8,1E,00,2F,52,A0,9A,00,80,
10509120,000000E0,false,Rx,0,8,00,00,00,08,0B,00,00,96,
10513901,0000002C,false,Rx,0,8,1E,00,2F,52,B0,07,00,80,
10519112,000000E0,false,Rx,0,8,00,00,00,08,0C,00,00,C5,
10523904,0000002C,false,Rx,0,8,1E,00,2F,52,C0,F3,00,80,
10529115,000000E0,false,Rx,0,8,00,00,00,08,0D,00,00,D8,
10533906,0000002C,false,Rx,0,8,1E,00,2F,52,D0,6E,00,80,
10539117,000000E0,false,Rx,0,8,00,00,00,08,0E,00,00,FF,
10543897,0000002C,false,Rx,0,8,1E,00,2F,52,E0,D4,00,80,
10549109,000000E0,false,Rx,0,8,00,00,00,08,0F,00,00,E2,
10553892,0000002C,false,Rx,0,8,1E,00,2F,52,F0,49,00,80,
10559106,000000E0,false,Rx,0,8,00,00,00,08,00,00,00,59,
10563897,0000002C,false,Rx,0,8,1E,00,2F,52,00,21,00,80,
10569107,000000E0,false,Rx,0,8,00,00,00,08,01,00,00,44,
10573898,0000002C,false,Rx,0,8,1E,00,2F,52,10,BC,00,80,
10579109,000000E0,false,Rx,0,8,00,00,00,08,02,00,00,63,
10583890,0000002C,false,Rx,0,8,1E,00,2F,52,20,06,00,80,
10589111,000000E0,false,Rx,0,8,00,00,00,08,03,00,00,7E,
10593892,0000002C,false,Rx,0,8,1E,00,2F,52,30,9B,00,80,
10599105,000000E0,false,Rx,0,8,00,00,00,08,04,00,00,2D,
10603896,0000002C,false,Rx,0,8,1E,00,2F,52,40,6F,00,80,
